,matchId,teamAId,teamBId,kefsA,kefsB
1993,2324569,4688,8823,1.57,2.31
1994,2324537,6978,8637,2.32,1.57
1995,2324570,7331,8020,1.56,2.34
1996,2324526,8008,8887,1.09,6.4
1997,2324434,8435,8008,6.37,1.08
1998,2324528,6010,8883,1.12,5.29
1999,2324529,8668,8434,1.07,7.19
2000,2324395,6211,7532,1.95,1.8
2001,2324396,7533,9215,2.07,1.71
2002,2324531,8436,8008,7.57,1.06
2003,2324334,8008,8536,1.07,6.58
2004,2324533,8435,8833,1.84,2.19
2005,2324558,8120,6978,1.34,2.95
2006,2323997,5607,8008,4.81,1.13
2007,2324534,8833,8668,7.32,1.05
2008,2324397,4869,4608,3.07,1.34
2009,2324398,6665,5995,1.15,4.93
2010,2324579,7020,6134,2.26,1.58
2011,2324438,5946,9185,2.15,1.63
2012,2324580,9210,8504,2.77,1.41
2013,2324582,4501,7020,2.05,1.71
2014,2324586,4688,4914,2.31,1.55
2015,2324583,6978,4914,2.5,1.49
2016,2324584,6134,6896,1.14,5.03
2017,2324589,7718,8997,1.85,1.88
2018,2324399,9215,7532,1.33,3.17
2019,2324400,6667,4991,1.38,2.83
2020,2324585,4501,8481,2.2,1.62
2021,2324587,8823,6896,1.51,2.43
2022,2324588,4501,4602,1.62,2.21
2023,2324547,9102,9242,1.8,1.95
2024,2324275,9160,9242,1.27,3.5
2025,2324311,9102,9228,4.98,1.15
2026,2324316,9074,9091,3.65,1.25
2027,2324640,9161,8700,1.74,2.01
2028,2324641,7217,8060,1.46,2.57
2029,2324402,4608,4991,1.44,2.62
2030,2324639,7820,9193,1.44,2.62
2031,2324403,7532,5995,2.23,1.62
2032,2324638,7017,9193,2.65,1.43
2033,2323286,8668,9125,1.07,7.27
2034,2324643,9249,7379,1.17,4.28
2035,2324647,7865,9251,1.1,6.29
2036,2324648,6263,8485,1.25,3.55
2037,2324611,6673,7726,1.12,5.58
2038,2324644,7463,8515,2.41,1.51
2039,2324649,8504,9250,1.06,6.98
2040,2324650,8517,7331,2.77,1.38
2041,2324612,7106,6267,2.26,1.59
2042,2324404,6665,4608,1.28,3.44
2043,2324653,7379,7463,8.65,1.04
2044,2324615,6673,7106,1.27,3.5
2045,2324642,7516,9252,1.85,1.85
2046,2324646,7820,4469,2.4,1.51
2047,2324617,7726,6267,3.22,1.3
2048,2324651,7865,7331,1.37,2.84
2049,2324652,8485,8504,4.03,1.19
2050,2324654,9249,8515,2.18,1.64
2051,2324405,6667,7532,1.16,4.7
2052,2324687,7463,9249,2.99,1.34
2053,2324691,7331,8485,1.45,2.62
2054,2324530,8883,8536,1.95,1.81
2055,2324619,5005,8297,1.57,2.28
2056,2324620,7157,5422,1.44,2.62
2057,2324690,7865,8504,1.51,2.41
2058,2324406,4608,7532,1.31,3.23
2059,2324622,8297,5422,1.62,2.19
2060,2324692,6855,6978,1.62,2.2
2061,2324693,6855,8248,1.7,2.07
2062,2324694,6855,7144,1.85,1.84
2063,2324706,8060,6792,1.46,2.52
2064,2324560,9074,6792,2.96,1.37
2065,2324679,9037,9107,1.07,7.07
2066,2324680,7092,9031,1.11,5.18
2067,2324571,5607,8008,5.62,1.11
2068,2324572,8008,5607,1.07,8.48
2069,2324722,8434,8833,1.3,3.26
2070,2324573,8536,8826,1.35,2.99
2071,2324716,8668,8883,1.02,9.4
2072,2324574,8826,8536,2.54,1.52
2073,2324695,7144,4674,2.57,1.45
2074,2324626,7106,7157,2.97,1.34
2075,2324697,8481,6134,2.29,1.58
2076,2324699,6896,4914,4.16,1.2
2077,2324701,6855,9062,1.73,2.02
2078,2324627,6673,5005,1.25,3.69
2079,2324703,7613,8369,1.21,3.95
2080,2324704,9085,8481,2.32,1.56
2081,2324705,4914,8997,1.53,2.38
2082,2324708,8718,8253,1.98,1.77
2083,2324736,5479,9111,1.32,2.94
2084,2324745,6366,9219,1.38,2.84
2085,2324709,7841,9091,1.25,3.61
2086,2324724,9107,9031,2.55,1.45
2087,2324726,6503,8118,1.26,3.42
2088,2324575,6468,8887,1.46,2.54
2089,2324657,9193,7898,2.44,1.51
2090,2324576,8887,6468,5.4,1.31
2091,2324658,5310,9193,1.18,4.45
2092,2324577,5293,6010,3.43,1.28
2093,2324725,7024,4863,4.73,1.14
2094,2324660,7898,9193,1.93,1.83
2095,2324578,6010,5293,1.28,3.52
2096,2324628,7157,5005,2.11,1.67
2097,2324727,7613,6855,1.33,3.1
2098,2324728,9210,8020,1.77,1.98
2099,2324696,8305,9193,2.4,1.51
2100,2324729,6978,7718,1.43,2.66
2101,2324730,8248,4501,2.44,1.51
2102,2324731,6896,8369,2.95,1.36
2103,2324732,8637,6855,1.37,2.87
2104,2324629,7106,6673,4.46,1.17
2105,2324702,8637,9062,1.45,2.61
2106,2324733,6855,6343,2.69,1.42
2107,2324734,4469,7017,1.2,4.07
2108,2324735,6693,7169,2.58,1.46
2109,2324220,8574,8728,2.21,1.6
2110,2324221,8411,8051,2.31,1.56
2111,2324711,7841,5479,2.21,1.61
2112,2324710,9038,8060,2.8,1.4
2113,2324738,9228,9227,1.56,2.32
2114,2324713,8815,8700,2.58,1.46
2115,2324777,9038,8253,3.08,1.33
2116,2324778,7217,9111,1.4,2.86
2117,2324712,9161,5158,2.2,1.62
2118,2324746,7024,9031,1.61,2.19
2119,2324747,7092,6503,1.42,2.65
2120,2324661,8120,8135,1.28,3.42
2121,2324662,7020,9182,1.19,4.09
2122,2324714,6922,8668,6.96,1.07
2123,2324664,8120,9182,1.11,5.56
2124,2324718,6010,8435,1.1,6.16
2125,2324719,5607,8887,1.9,1.85
2126,2324720,5290,8536,1.59,2.26
2127,2324721,8883,5607,2.89,1.37
2128,2324750,6762,8020,1.52,2.39
2129,2324665,8135,8120,2.71,1.4
2130,2324420,6134,7718,1.28,3.44
2131,2324456,8481,7613,2.59,1.46
2132,2324700,9085,6978,1.58,2.28
2133,2324548,8637,7613,1.9,1.84
2134,2324754,7718,8248,2.25,1.6
2135,2324756,8481,8997,1.47,2.55
2136,2324630,5005,7106,1.57,2.28
2137,2324757,6134,4602,1.33,3.13
2138,2324631,7157,5005,1.72,2.0
2139,2324666,7020,7898,1.23,3.86
2140,2324773,6010,6468,1.24,3.73
2141,2324760,7533,4949,1.19,4.12
2142,2324774,6010,8436,1.12,5.75
2143,2324775,8435,8436,1.48,2.49
2144,2324761,5995,6290,1.5,2.93
2145,2324762,7175,8068,2.17,1.66
2146,2324669,7898,5310,4.45,1.16
2147,2324089,4914,7718,1.46,2.58
2148,2324763,5378,6855,1.68,2.1
2149,2324798,9254,6068,5.9,1.1
2150,2324799,5639,8846,1.67,2.11
2151,2324764,7533,7175,1.58,2.3
2152,2324780,9238,7820,3.16,1.32
2153,2324783,4602,7718,1.65,2.14
2154,2324785,7613,8997,1.33,3.08
2155,2324784,7331,4501,3.12,1.33
2156,2324800,7613,6134,1.92,1.79
2157,2324765,6290,6855,1.71,2.1
2158,2324753,4501,6343,1.64,2.15
2159,2324787,8504,9062,2.03,1.72
2160,2324744,5479,6792,1.17,4.53
2161,2324819,8880,9228,2.13,1.62
2162,2324737,8880,9242,1.32,3.2
2163,2324820,9228,7841,1.45,2.6
2164,2324818,8815,9161,3.09,1.33
2165,2324766,4949,8068,4.32,1.18
2166,2324668,7020,8120,2.0,1.73
2167,2324790,9086,8702,1.2,4.13
2168,2324791,8362,4468,2.42,1.51
2169,2324767,5995,5378,1.28,3.52
2170,2324670,7898,7020,2.27,1.6
2171,2324768,7533,8068,1.58,2.34
2172,2324792,8702,8362,2.06,1.75
2173,2324815,8135,6263,1.43,2.72
2174,2324671,5310,7020,1.24,4.27
2175,2324781,7234,6685,1.63,2.21
2176,2324793,9086,4468,2.05,1.71
2177,2324752,7820,9185,1.29,3.3
2178,2324769,6290,5995,2.71,1.44
2179,2323288,8668,6010,1.28,3.39
2180,2324770,6855,7533,2.7,1.45
2181,2324795,4949,9086,1.41,2.85
2182,2324796,7339,8362,1.47,2.65
2183,2324772,7533,6290,1.51,2.55
2184,2324821,8305,4469,3.2,1.34
2185,2324797,9086,7339,2.04,1.78
2186,2324824,7567,6193,1.04,7.52
2187,2324825,8583,6810,1.27,3.51
2188,2324826,7187,9255,1.22,4.0
2189,2324751,8120,6343,1.67,2.14
2190,2324822,8637,4602,1.53,2.44
2191,2324830,8718,9257,1.05,7.92
2192,2324831,8700,9256,1.02,12.04
2193,2324832,9227,7721,1.02,9.79
2194,2324833,9258,9259,1.58,2.22
2195,2324816,8305,4469,3.14,1.33
2196,2324823,6343,8637,2.11,1.7
2197,2324827,8583,7187,3.94,1.21
2198,2324088,4914,7613,2.35,1.56
2199,2324591,9037,7962,1.39,2.69
2200,2324828,6211,7567,1.2,4.39
2201,2324608,7962,6211,4.72,1.13
2202,2324841,6468,6922,1.55,2.34
2203,2324829,9037,7567,2.45,1.55
2204,2324610,6211,7567,1.13,5.46
2205,2324755,8020,4688,3.54,1.28
2206,2324836,8997,9085,2.61,1.45
2207,2324817,7820,8135,2.6,1.47
2208,2324837,6134,9085,1.46,2.56
2209,2324789,6792,7217,2.75,1.42
2210,2324860,7841,7217,1.29,3.62
2211,2324613,4863,7092,1.16,5.07
2212,2324614,7517,7739,1.21,4.34
2213,2324624,7092,7739,1.46,2.66
2214,2324625,7517,7739,1.35,3.14
2215,2324835,4914,9210,1.32,3.21
2216,2324855,5378,9210,1.51,2.49
2217,2324856,6343,5378,1.58,2.32
2218,2324857,9062,8020,1.47,2.57
2219,2324858,5378,8248,2.12,1.68
2220,2324859,6343,9062,1.37,2.95
2221,2324222,7830,8751,1.14,5.58
2222,2324223,6619,8902,2.52,1.64
2223,2324873,6947,5479,1.52,2.48
2224,2324877,9161,7841,1.85,1.86
2225,2324874,7726,8700,1.37,2.98
2226,2324875,8060,8880,3.17,1.31
2227,2324876,7841,5422,2.85,1.41
2228,2324879,9227,7841,1.87,1.86
2229,2324632,4863,6211,1.87,1.92
2230,2324862,8436,5290,2.21,1.65
2231,2324633,7962,7517,2.36,1.59
2232,2324715,5290,8833,1.61,2.27
2233,2324863,8833,5607,2.57,1.49
2234,2324698,4688,9210,1.35,3.11
2235,2324782,9210,6343,3.94,1.24
2236,2324870,6896,4688,3.93,1.23
2237,2324871,5378,7331,1.46,2.6
2238,2324872,4688,7331,1.45,2.63
2239,2324882,5479,7726,2.11,1.7
2240,2324707,9160,9102,1.17,4.42
2241,2324883,6947,8700,1.55,2.4
2242,2324895,5422,8880,1.4,2.78
2243,2324901,9091,9038,1.61,2.21
2244,2324896,5422,7217,1.15,5.12
2245,2324902,9091,9227,3.41,1.28
2246,2324635,6211,7962,1.17,4.88
2247,2324634,4863,7517,1.17,4.81
2248,2324907,9253,8536,3.08,1.33
2249,2324897,8504,8369,1.65,2.18
2250,2324593,4869,9211,1.58,2.33
2251,2324596,6615,4869,1.48,2.6
2252,2324568,9210,7331,2.06,1.74
2253,2324898,8823,9062,2.32,1.58
2254,2324597,4914,9211,3.19,1.32
2255,2324899,6343,8263,1.34,3.15
2256,2324900,8823,8369,1.65,2.23
2257,2324598,4869,4914,1.29,3.41
2258,2324884,7726,8700,1.57,2.37
2259,2324743,9160,8718,1.31,3.44
2260,2324910,8253,9102,2.16,1.65
2261,2324911,7726,5422,2.21,1.61
2262,2324913,9227,9160,2.71,1.43
2263,2324914,9074,9102,1.92,1.92
2264,2324915,7726,9228,1.4,2.82
2265,2324636,6211,7517,1.17,4.7
2266,2324594,6134,8637,1.52,2.49
2267,2324595,4411,7613,1.51,2.48
2268,2324918,9183,9193,1.47,2.54
2269,2324903,8513,7489,1.16,4.99
2270,2324599,8637,4411,2.71,1.43
2271,2324908,9085,8263,1.38,2.9
2272,2324909,8823,8504,2.58,1.48
2273,2324600,6134,7613,2.4,1.53
2274,2324904,9183,7820,1.66,2.15
2275,2324601,4411,7613,1.59,2.28
2276,2324880,5422,6792,1.07,8.46
2277,2324864,6010,5293,1.18,4.56
2278,2324881,5158,9102,1.25,4.01
2279,2324917,9161,7726,2.98,1.36
2280,2324865,5607,6468,2.91,1.39
2281,2324866,6010,6468,1.36,3.12
2282,2324867,5293,5607,2.69,1.43
2283,2324602,4869,8637,1.38,2.95
2284,2324603,6615,4411,1.49,2.55
2285,2324926,7489,7820,2.9,1.41
2286,2324924,9263,9264,1.5,2.47
2287,2324604,8637,4411,2.48,1.52
2288,2324925,7640,8978,1.38,2.84
2289,2324802,6665,5752,1.08,7.26
2290,2324927,8513,9183,1.28,3.54
2291,2324944,9264,7640,1.7,2.04
2292,2324885,6792,9102,2.72,1.45
2293,2324886,5422,5158,1.26,3.63
2294,2324868,6468,5293,1.58,2.35
2295,2324605,4869,6615,2.33,1.59
