,matchId,teamAId,teamBId,kefsA,kefsB
3882,2326879,9452,7962,5.25,1.12
3883,2326880,9451,9105,5.08,1.13
3884,2326853,8637,6134,2.66,1.44
3885,2326753,5929,9215,3.05,3.61
3886,2326754,6665,5752,1.09,10.57
3887,2326755,5378,4411,4.01,3.17
3888,2326854,8846,8068,3.77,1.27
3889,2326756,5752,5929,2.75,3.52
3890,2326757,4411,6665,4.69,3.98
3891,2326758,9215,5378,1.43,5.92
3892,2326760,6665,9215,1.52,4.33
3893,2326761,5929,5378,1.49,4.07
3894,2326762,5752,4411,3.07,3.02
3895,2326855,8248,6134,3.63,1.26
3896,2327068,8135,9518,1.35,3.1
3897,2326906,5005,7718,1.35,3.04
3898,2327066,9534,9535,1.82,1.88
3899,2327067,4602,7701,2.54,1.49
3900,2326763,6665,9215,1.42,5.98
3901,2326907,8120,7106,1.47,2.57
3902,2326856,7613,8068,3.31,1.31
3903,2326892,4494,6673,1.7,2.08
3904,2327036,9055,6896,2.34,1.57
3905,2326893,5973,6651,1.41,4.16
3906,2326909,7718,8120,2.31,1.58
3907,2326910,7106,8120,2.76,1.57
3908,2327069,8718,8880,1.48,2.56
3909,2327070,6947,7106,2.52,1.51
3910,2327071,8297,5158,2.14,1.68
3911,2327072,9536,7801,7.13,1.08
3912,2327064,7504,9532,1.44,2.59
3913,2327087,6366,9074,2.57,1.47
3914,2327088,8536,8435,1.2,4.03
3915,2327089,8826,7983,1.41,2.7
3916,2327026,8618,9528,1.34,3.01
3917,2326881,7962,9105,1.24,3.8
3918,2327027,9527,9529,1.49,2.48
3919,2326857,7175,8068,1.62,2.25
3920,2326858,6855,6134,2.04,1.73
3921,2327028,8618,9527,2.61,1.44
3922,2327077,8589,7552,2.01,1.78
3923,2327078,9120,8305,2.69,1.43
3924,2327084,6576,7946,1.52,2.41
3925,2327083,7865,4688,1.61,2.23
3926,2327079,9427,4501,2.62,1.45
3927,2326859,7175,6134,1.44,2.68
3928,2326911,5005,8120,1.62,2.22
3929,2326894,4494,5973,3.63,1.29
3930,2327080,8504,9427,1.76,2.09
3931,2327081,7917,6343,3.13,1.34
3932,2327085,6118,9085,1.63,2.2
3933,2327086,7234,7865,2.62,1.46
3934,2327082,4480,9539,1.41,2.76
3935,2326737,6947,5158,1.8,1.99
3936,2327096,9455,8895,1.58,2.25
3937,2327106,6366,7504,1.3,3.14
3938,2327094,8880,6947,1.71,2.11
3939,2327095,5158,7801,3.68,1.27
3940,2327097,7653,8574,1.45,2.59
3941,2326741,8815,9515,3.62,1.26
3942,2327202,4863,9542,1.07,6.96
3943,2327203,4865,6503,3.06,1.37
3944,2327204,7606,7024,1.58,2.31
3945,2327205,9543,9483,2.39,1.59
3946,2327230,8880,9074,1.24,4.04
3947,2327207,9544,7116,2.14,1.65
3948,2327208,9107,7798,2.13,1.64
3949,2327209,7092,9545,1.17,4.61
3950,2327210,8118,7660,4.12,1.21
3951,2327211,4863,6503,1.47,2.57
3952,2327212,9542,4865,2.0,1.78
3953,2327213,7606,9543,1.16,4.33
3954,2327214,7024,9483,1.28,3.41
3955,2327215,9544,9107,2.4,1.51
3956,2327216,7116,7798,2.94,1.35
3957,2327217,7092,8118,1.24,3.74
3958,2327218,9545,7660,3.5,1.27
3959,2327049,9359,5290,2.85,1.6
3960,2327219,4863,4865,1.23,3.82
3961,2327220,9542,6503,4.29,1.16
3962,2327221,7606,9483,1.13,4.86
3963,2327222,7024,9543,1.26,3.54
3964,2327020,6615,5929,1.98,1.78
3965,2327042,9492,8668,7.53,1.07
3966,2327050,5290,9359,2.4,2.33
3967,2327223,9544,7798,2.82,1.38
3968,2327224,7116,9107,2.76,1.4
3969,2327225,7092,7660,1.76,2.01
3970,2327226,9545,8118,1.66,2.17
3971,2327043,9272,9476,1.75,2.05
3972,2327051,9275,8738,1.26,3.87
3973,2327183,7946,4688,3.1,1.34
3974,2327052,8738,9275,6.17,1.16
3975,2327229,4602,6118,1.44,2.73
3976,2327200,7533,6615,1.64,2.19
3977,2327232,7865,4674,2.52,1.49
3978,2327233,4688,5929,2.66,1.44
3979,2327201,9541,4914,1.57,2.33
3980,2327206,7020,7898,1.48,2.53
3981,2327251,7865,4688,1.92,1.84
3982,2327169,9085,8504,1.47,2.6
3983,2327173,7187,6762,1.67,2.14
3984,2327179,5378,7613,1.65,2.17
3985,2327172,8113,7234,1.61,2.26
3986,2327184,6576,7865,2.77,1.41
3987,2327227,9214,7169,2.26,1.61
3988,2327228,8068,4914,1.57,2.33
3989,2326809,9013,7653,6.81,1.08
3990,2326994,8297,9504,1.15,5.49
3991,2327010,9215,6947,1.1,6.19
3992,2327030,8880,8297,1.41,6.7
3993,2326977,6947,8748,1.11,5.83
3994,2326978,5479,8718,2.26,1.61
3995,2327062,7721,9450,2.37,1.58
3996,2327031,5158,9215,4.68,1.18
3997,2327274,9161,9485,1.28,3.5
3998,2327239,6503,7024,1.34,3.38
3999,2327240,9107,7660,5.03,1.14
4000,2327241,4865,7606,2.93,1.38
4001,2327242,7798,7092,4.05,1.25
4002,2327243,7660,6503,2.08,1.74
4003,2327045,8435,9482,2.42,1.53
4004,2327091,8738,7983,3.07,1.35
4005,2327271,9492,7517,9.94,1.02
4006,2327047,5290,6010,6.39,1.11
4007,2327055,8826,9476,2.16,1.89
4008,2327254,5929,7020,1.42,2.81
4009,2327048,7983,8536,4.06,1.2
4010,2327056,9476,8826,1.93,2.1
4011,2327244,7092,7606,1.89,1.84
4012,2327252,7701,9546,1.1,5.69
4013,2327253,9537,9547,2.34,1.54
4014,2327270,7517,9275,1.18,4.37
4015,2327256,4674,7533,2.99,1.35
4016,2327257,6615,7865,1.29,3.32
4017,2327258,6134,6855,1.54,2.35
4018,2327255,8068,8637,1.59,2.25
4019,2327282,8846,8248,1.6,2.3
4020,2327107,4411,5929,1.43,2.69
4021,2327109,7532,5310,1.78,1.99
4022,2327261,4914,9085,1.43,2.67
4023,2327266,9393,7367,1.94,1.79
4024,2327286,6615,4674,1.3,3.26
4025,2327108,5929,4411,2.16,1.74
4026,2327110,5310,7532,1.72,2.3
4027,2327287,7701,9547,1.03,7.21
4028,2327283,6724,7681,2.41,1.51
4029,2327259,8120,6094,1.62,2.23
4030,2327262,7020,7234,1.3,3.23
4031,2327113,8068,8513,1.65,2.15
4032,2327263,8369,8637,2.89,1.37
4033,2327264,4869,5639,1.32,3.16
4034,2327268,6576,8248,2.06,1.7
4035,2327269,9362,9555,3.31,1.29
4036,2327112,7175,7533,6.0,1.31
4037,2327114,8513,8068,1.61,6.43
4038,2327265,8504,8637,2.97,1.36
4039,2327115,7532,7533,1.98,1.78
4040,2327117,7175,4411,2.47,1.5
4041,2327118,4411,7175,2.7,1.85
4042,2327116,7533,7532,1.69,2.73
4043,2327163,7106,6211,1.87,1.88
4044,2327277,8880,9215,6.57,1.08
4045,2327234,6947,5158,2.18,1.63
4046,2327164,6211,7106,1.53,2.95
4047,2327061,8545,8815,2.76,1.41
4048,2327231,8895,7653,2.08,1.69
4049,2327165,6290,7157,1.54,2.37
4050,2326736,9400,9074,1.45,2.6
4051,2327060,9499,9500,2.57,1.45
4052,2327279,9227,9485,1.33,3.1
4053,2327166,7157,6290,1.81,2.48
4054,2327276,7105,9306,1.94,1.81
4055,2327167,9215,7801,1.23,3.86
4056,2327284,7092,7660,2.19,1.63
4057,2327168,7801,9215,2.7,1.74
4058,2327285,7606,6503,1.85,1.85
4059,2327272,6468,9482,1.2,4.12
4060,2327090,8536,8435,1.18,4.3
4061,2327092,6010,9484,1.29,3.29
4062,2327296,6762,8769,1.47,2.55
4063,2327290,7020,9541,2.31,1.55
4064,2327297,8846,9393,2.08,1.69
4065,2327316,9484,8738,1.23,3.97
4066,2327299,6615,4869,1.61,2.23
4067,2327119,7533,8068,1.47,3.09
4068,2327121,5310,4494,2.22,1.67
4069,2327260,4501,7701,3.19,1.31
4070,2327301,8248,6615,3.85,1.22
4071,2327312,8925,8706,2.86,1.38
4072,2327302,6134,4914,1.64,2.17
4073,2327120,8068,7533,3.66,1.28
4074,2327122,4494,5310,1.29,5.87
4075,2327303,4688,6855,1.98,1.76
4076,2327310,6665,4411,1.2,4.16
4077,2327123,4991,7175,1.75,2.02
4078,2327125,7533,5310,1.63,2.24
4079,2327292,7718,8513,2.35,1.54
4080,2327293,8120,4914,1.54,2.37
4081,2327304,4674,5639,1.17,4.4
4082,2327305,8637,6855,1.83,1.89
4083,2327311,4411,6665,4.3,1.2
4084,2327124,7175,4991,1.75,2.19
4085,2327126,5310,7533,2.77,1.62
4086,2327313,7674,9214,3.43,1.21
4087,2327314,4494,4674,1.37,2.86
4088,2327127,7532,6665,3.65,1.45
4089,2327129,8068,4411,2.54,1.54
4090,2327315,4674,4494,3.66,1.32
4091,2327128,6665,7532,1.15,6.89
4092,2327130,4411,8068,1.46,2.6
4093,2327320,6290,5973,4.21,1.19
4094,2327170,6673,7801,1.49,2.51
4095,2327171,6211,5005,2.15,1.67
4096,2327321,5973,6290,1.19,4.48
4097,2327174,7801,6673,2.04,2.13
4098,2327175,5005,6211,1.69,2.16
4099,2327322,7106,7157,2.25,1.6
4100,2327176,6290,9215,3.6,1.26
4101,2327177,6673,5005,1.71,2.08
4102,2327156,7726,9515,1.39,2.84
4103,2327323,7157,7106,1.47,2.61
4104,2327157,9485,5479,5.68,1.11
4105,2327178,9215,6290,1.23,4.1
4106,2327180,5005,6673,2.79,1.55
4107,2327158,6366,8880,4.3,1.19
4108,2327318,9379,9499,1.5,2.47
4109,2327181,7157,6211,2.2,1.64
4110,2327182,5752,7106,1.45,2.62
4111,2327185,6211,7157,1.48,2.65
4112,2327186,7106,5752,2.26,1.66
4113,2327411,7517,8008,1.71,2.06
4114,2327412,6468,8536,2.04,1.73
4115,2327348,7865,8504,1.27,3.47
4116,2327413,9484,6010,3.42,1.31
4117,2327309,8483,9556,1.53,2.36
4118,2327390,6762,8846,1.31,3.19
4119,2327308,8248,8068,3.04,1.34
4120,2327391,8769,9393,2.26,1.59
4121,2327393,5378,8637,1.66,2.13
4122,2327392,6576,6762,2.96,1.35
4123,2327394,5929,4914,1.76,2.05
4124,2327131,6665,6667,1.4,2.86
4125,2327133,4494,5995,1.56,2.34
4126,2327295,8248,7367,1.36,2.98
4127,2327300,4688,9393,1.42,2.72
4128,2327403,6134,4501,1.61,2.24
4129,2327418,9555,8113,2.75,1.38
4130,2327132,6667,6665,5.44,1.22
4131,2327134,5995,4494,4.85,1.36
4132,2327424,8971,8248,3.06,1.33
4133,2327396,4674,7613,1.54,2.37
4134,2327417,8846,4602,2.36,1.54
4135,2327135,6667,5995,1.53,2.38
4136,2327137,6665,5929,1.38,4.41
4137,2327298,7674,7668,2.25,1.59
4138,2327395,7701,6118,1.36,2.92
4139,2327398,8369,4602,2.91,1.37
4140,2327399,4674,7234,1.27,3.54
4141,2327136,5995,6667,2.11,3.03
4142,2327138,5929,6665,5.78,1.16
4143,2327326,6615,5378,1.5,2.48
4144,2327139,5929,4494,3.09,1.34
4145,2327141,8513,7175,2.49,1.5
4146,2327425,8068,8113,1.36,3.05
4147,2327327,5378,6615,3.5,1.36
4148,2327401,8895,9361,1.04,8.43
4149,2327402,8051,9525,1.32,3.12
4150,2327404,8885,9013,1.24,3.66
4151,2327405,8902,9551,1.06,7.25
4152,2327140,4494,5929,2.85,2.09
4153,2327142,7175,8513,2.89,1.81
4154,2327328,6290,7157,1.77,2.0
4155,2327187,5752,9215,3.18,1.48
4156,2327329,7157,6290,1.93,1.85
4157,2327188,9215,5752,1.19,6.32
4158,2327280,9227,8815,1.29,3.35
4159,2327407,9429,9163,2.62,1.43
4160,2327409,7653,9154,1.11,5.35
4161,2327410,9455,9418,1.11,5.27
4162,2327330,5973,8718,1.09,6.21
4163,2326956,8880,9523,1.49,2.5
4164,2326957,5158,5479,1.72,2.06
4165,2327189,7106,7801,2.73,1.41
4166,2327275,8718,9515,1.62,2.21
4167,2327317,8815,9450,1.69,2.08
4168,2327428,6947,7726,2.52,1.46
4169,2327281,9227,9400,1.55,2.36
4170,2327159,9379,9485,1.45,2.59
4171,2327331,8718,5973,8.51,1.08
4172,2327190,7801,7106,1.35,3.39
4173,2327420,7567,7344,1.21,4.18
4174,2327421,8680,8626,1.45,2.61
4175,2327191,5973,6290,1.2,4.19
4176,2327192,6290,5973,5.4,1.15
4177,2327098,6352,7348,3.14,1.34
4178,2327422,5257,9032,1.54,2.39
4179,2327423,8262,6774,1.37,3.07
4180,2327099,8460,5012,1.27,3.81
4181,2327434,7020,9120,1.16,4.69
4182,2327100,7348,5012,1.25,3.74
4183,2327436,5310,7701,1.44,2.74
4184,2327430,8846,8769,1.9,1.83
4185,2327432,5929,7020,1.34,3.01
4186,2327431,4501,6615,2.5,1.48
4187,2327101,7348,8460,1.52,2.38
4188,2327437,6094,9182,1.28,3.34
4189,2327143,4494,6665,2.99,1.36
4190,2327145,7175,5995,2.32,1.56
4191,2327433,5378,8068,1.95,1.74
4192,2327435,8120,8135,1.26,3.51
4193,2327144,6665,4494,1.47,2.73
4194,2327146,5995,7175,1.52,2.44
4195,2327102,5012,6352,1.9,1.8
4196,2327147,7175,8068,1.82,1.93
4197,2327149,6667,8513,1.48,3.05
4198,2327438,6420,6419,1.57,2.24
4199,2327294,9490,7187,2.55,1.46
4200,2327148,8068,7175,4.09,1.53
4201,2327150,8513,6667,6.94,1.28
4202,2327103,6352,8460,2.08,1.68
4203,2327426,4494,5378,1.21,3.98
4204,2327153,8068,6667,3.47,1.27
4205,2327151,5995,5929,1.77,2.0
4206,2327152,5929,5995,1.54,5.52
4207,2327154,6667,8068,1.16,6.96
4208,2327023,9455,9213,1.36,2.89
4209,2327332,7106,6290,2.11,1.68
4210,2327440,6418,6417,1.45,2.44
4211,2327194,5991,5973,4.73,1.16
4212,2327333,6290,7106,1.81,1.95
4213,2327195,5973,5991,1.11,6.3
4214,2327334,6290,5752,2.17,1.64
4215,2327196,6619,9215,3.96,1.36
4216,2327335,5752,6290,2.04,1.91
4217,2327451,5158,9074,1.08,6.61
4218,2327197,9215,6619,1.2,4.17
4219,2327414,9558,9559,2.6,1.44
4220,2327198,5752,7157,1.66,2.18
4221,2327199,7157,5752,2.28,1.59
4222,2327525,7024,7354,4.09,1.21
4223,2327415,9560,9561,2.55,1.46
4224,2327526,8852,7354,3.18,1.32
4225,2327441,8706,8971,1.49,2.48
4226,2327442,7669,7674,1.43,2.68
4227,2327444,5138,8135,1.72,2.02
4228,2327445,8504,7234,2.02,1.72
4229,2327448,7020,8120,2.23,1.6
4230,2327449,7701,9182,1.21,4.02
4231,2327450,5378,7613,2.9,1.38
4232,2327443,7669,8706,1.28,3.25
4233,2327160,9392,9520,1.49,2.42
4234,2327161,9519,9521,1.65,2.11
4235,2327527,8120,7701,1.54,2.36
4236,2327528,9521,9520,2.39,1.5
4237,2327446,6665,7533,1.29,3.35
4238,2327447,7533,6665,4.89,1.23
4239,2327529,9392,9519,3.77,1.21
4240,2327336,9215,5973,2.21,1.62
4241,2327337,5973,9215,3.06,1.92
4242,2327342,8718,9215,5.93,1.1
4243,2327343,9215,8718,1.1,6.0
4244,2327416,9559,9561,2.37,1.46
4245,2327349,6211,6503,1.19,4.25
4246,2327340,5290,9272,1.65,2.14
4247,2327350,4869,4863,1.65,2.17
4248,2327536,7681,8248,2.45,1.5
4249,2327351,5310,7701,1.54,2.38
4250,2327553,8680,7567,3.03,1.33
4251,2327554,9167,8262,2.33,1.53
4252,2327555,9105,7354,4.75,1.15
4253,2327538,7234,8248,1.77,1.97
4254,2327581,9200,9197,2.64,1.41
4255,2327352,7533,6615,1.58,2.3
4256,2327104,7348,8460,1.31,3.2
4257,2327353,7532,6855,1.32,3.21
4258,2327539,9448,9182,2.32,1.54
4259,2327540,8120,6134,1.42,2.69
4260,2327354,6094,6673,2.98,1.36
4261,2327355,6651,5005,1.92,1.84
4262,2327530,6343,7669,1.67,2.09
4263,2327531,7533,5995,1.81,1.92
4264,2327541,9541,7020,1.2,4.12
4265,2327532,5995,7533,2.06,1.72
4266,2327583,9393,7613,3.07,1.35
4267,2327356,4494,8637,1.22,3.98
4268,2327533,6667,6615,1.31,3.19
4269,2327534,6615,6667,2.52,3.33
4270,2327344,7106,5752,2.38,1.53
4271,2327345,5752,7106,1.42,2.72
4272,2327452,8718,5158,1.48,2.51
4273,2327346,6290,8718,1.3,3.3
4274,2327347,8718,6290,2.32,1.78
4275,2327155,9379,9161,2.82,1.39
4276,2327542,7567,8680,1.32,3.1
4277,2327545,9032,6774,2.26,1.58
4278,2327543,7344,8626,1.59,2.25
4279,2327544,5257,8262,3.3,1.29
4280,2327357,6615,7532,2.14,1.67
4281,2327575,9484,9275,2.78,1.4
4282,2327559,8435,6468,6.39,1.1
4283,2327576,9275,9484,6.11,1.11
4284,2327358,5005,6211,1.65,2.18
4285,2327341,9476,9253,1.34,3.03
4286,2327561,8668,6468,1.2,4.12
4287,2327562,8008,9272,1.1,5.87
4288,2327566,7983,5290,2.03,1.75
4289,2327359,8637,6094,1.9,1.82
4290,2327558,7567,7354,2.4,1.53
4291,2327565,7983,8008,5.97,1.12
4292,2327731,7234,7681,1.5,2.43
4293,2327360,5310,4863,1.47,2.58
4294,2327361,4869,7701,1.6,2.21
4295,2327732,7946,7865,3.42,1.28
4296,2327362,6503,4494,5.86,1.1
4297,2327728,7020,4674,2.31,1.56
4298,2327363,6855,6651,2.21,1.63
4299,2327364,7533,6673,1.61,2.24
4300,2327730,9539,8113,3.09,1.32
4301,2327735,8895,7653,1.83,1.91
4302,2327406,8574,9552,1.11,5.35
4303,2327740,8815,8718,5.6,1.11
4304,2327419,8748,9379,2.15,1.65
4305,2327546,7567,6774,1.19,4.11
4306,2327548,8680,8262,2.73,1.43
4307,2327365,7532,5005,1.76,2.0
4308,2327573,9359,8826,2.15,1.8
4309,2327733,9272,9563,1.48,2.48
4310,2327564,8738,8435,2.1,1.73
4311,2327574,8826,9359,1.69,2.09
4312,2327366,8637,5310,2.57,1.45
4313,2327577,5607,5290,1.57,2.65
4314,2327579,9476,8738,1.9,2.06
4315,2327367,6673,6855,1.47,2.55
4316,2327578,5290,5607,1.8,3.79
4317,2327580,8738,9476,1.7,3.7
4318,2327738,4602,8020,1.26,3.48
4319,2327739,9376,7669,2.56,1.46
4320,2327368,4494,4869,1.47,2.55
4321,2327369,6211,4863,1.83,1.92
4322,2327370,7701,6503,1.17,4.41
4323,2327743,7020,4914,1.98,1.76
4324,2327371,6615,6094,1.51,2.45
4325,2327744,7020,9393,1.25,3.65
4326,2327372,7533,6651,1.58,2.57
4327,2327745,7613,4602,1.48,2.52
4328,2327746,7234,6134,2.87,1.38
4329,2327747,8369,8248,2.36,1.54
4330,2327764,4494,5995,1.4,2.76
4331,2327765,5995,4494,5.08,1.3
4332,2327801,9455,7653,2.16,1.62
4333,2327686,7157,5752,2.5,1.49
4334,2327687,5752,7157,1.42,3.0
4335,2327750,5479,8718,1.71,2.06
4336,2327688,5752,5973,3.25,1.3
4337,2327752,5479,7105,1.17,4.46
4338,2327802,8895,8051,1.13,5.2
4339,2327689,5973,5752,1.22,4.81
4340,2327751,8880,9485,1.3,3.27
4341,2327549,9032,8680,2.17,1.63
4342,2327550,7567,8680,1.32,3.29
4343,2327373,7701,6211,1.49,2.45
4344,2327374,6855,7533,3.15,1.32
4345,2327567,8536,9492,1.05,8.02
4346,2327796,7517,9476,1.05,8.79
4347,2327375,6615,4494,2.56,1.47
4348,2327568,6010,7517,2.76,1.41
4349,2327570,9492,9253,2.59,1.45
4350,2327563,9484,8536,2.23,1.6
4351,2327569,9476,8738,1.96,1.79
4352,2327376,6503,5310,5.25,1.12
4353,2327377,4863,7532,2.58,1.47
4354,2327821,8716,8020,1.5,2.36
4355,2327822,4602,9376,1.32,3.13
4356,2327378,6094,6651,2.3,1.57
4357,2327806,7020,9481,1.7,2.08
4358,2327807,7020,5378,1.93,1.82
4359,2327379,7532,4494,2.6,1.46
4360,2327803,8574,6272,1.47,2.53
4361,2327797,5995,6615,2.23,1.6
4362,2327808,6343,9393,1.7,2.06
4363,2327809,7234,9427,1.65,2.14
4364,2327380,7701,7533,2.39,1.54
4365,2327798,6615,5995,1.69,2.21
4366,2327820,7613,8504,1.34,3.03
4367,2327838,7187,9539,1.39,2.81
4368,2327381,6094,5310,2.18,1.62
4369,2327799,6667,4674,1.27,3.48
4370,2327800,4674,6667,3.0,1.38
4371,2327690,7106,9566,1.44,2.62
4372,2327804,7653,6366,1.22,3.91
4373,2327823,6468,6010,2.75,1.39
4374,2327824,9484,7517,4.89,1.15
4375,2327571,8668,9275,1.18,4.4
4376,2327825,8536,8008,4.0,1.2
4377,2327572,9275,6010,2.63,1.44
4378,2327840,8716,4602,2.8,1.39
4379,2327845,6762,8248,1.32,3.14
4380,2327839,8716,9214,1.85,1.87
4381,2327841,4411,7533,1.87,1.87
4382,2327847,5378,9481,1.45,2.61
4383,2327842,7533,4411,1.7,2.08
4384,2327846,6343,7674,1.43,2.62
4385,2327848,8481,9393,1.46,2.56
4386,2327849,9481,7613,2.64,1.44
4387,2327852,8574,8895,2.83,1.39
4388,2327892,8504,5639,1.63,2.19
4389,2327843,5378,5995,2.23,1.6
4390,2327844,5995,5378,1.67,2.14
4391,2327694,5752,9566,1.19,4.19
4392,2327695,9566,5752,7.36,1.13
4393,2327696,5973,7106,1.13,5.11
4394,2327697,7106,5973,4.73,1.14
4395,2327758,9161,9227,2.7,1.42
4396,2327759,6947,9400,1.28,3.33
4397,2327760,5158,8880,1.78,1.97
4398,2326958,8880,9161,1.43,2.68
4399,2327429,8815,9277,1.46,2.57
4400,2327761,5158,9515,1.62,2.18
4401,2327763,9379,9227,3.65,1.25
4402,2327382,6615,6211,1.64,2.4
4403,2327817,6134,7681,1.19,4.2
4404,2327383,4869,7532,1.89,1.95
4405,2327818,8068,8248,1.19,4.23
4406,2327893,8513,4674,3.22,1.31
4407,2327384,6094,6855,2.0,1.78
4408,2327886,4602,8706,1.25,3.54
4409,2327887,8716,7674,1.34,3.01
4410,2327819,6134,8248,1.27,3.55
4411,2327734,6762,7865,2.0,1.74
4412,2327894,8637,5378,2.06,1.7
4413,2327888,4602,9358,1.21,3.91
4414,2327889,8716,8971,1.44,2.62
4415,2327895,8369,9427,2.22,1.6
4416,2327385,6673,7533,1.99,1.82
4417,2327854,9468,9395,1.2,4.08
4418,2327890,8706,9358,1.68,2.12
4419,2327891,7674,8971,1.76,1.97
4420,2327901,4602,8971,1.16,4.6
4421,2327811,4674,4688,1.4,2.8
4422,2327812,8068,4501,1.99,1.75
4423,2327902,8716,9358,1.34,2.99
4424,2327835,9167,8460,1.15,4.84
4425,2327386,6615,4869,2.1,1.74
4426,2327813,4674,4501,1.47,2.53
4427,2327898,6593,9570,1.39,2.78
4428,2327836,6352,8511,1.91,1.82
4429,2327814,4688,8068,2.17,1.64
4430,2327900,8305,8772,1.68,2.07
4431,2327387,6094,6673,3.24,1.31
4432,2327903,4602,8716,1.78,2.39
4433,2327805,9215,8574,1.03,9.2
4434,2327853,6272,7653,4.16,1.19
4435,2327908,9247,8536,4.74,1.14
4436,2327909,6010,8668,2.23,1.59
4437,2327910,8536,6010,4.69,1.15
4438,2327911,9571,9247,3.41,1.27
4439,2327912,6010,9571,1.04,8.26
4440,2327913,8668,8536,1.13,5.15
4441,2327918,9484,9377,1.14,5.09
4442,2327914,9571,8668,8.79,1.04
4443,2327915,9247,6010,9.04,1.04
4444,2327916,8668,9247,1.05,7.69
4445,2327917,8536,9571,1.08,6.26
4446,2327921,9377,9275,5.74,1.13
4447,2327922,9275,9484,2.41,1.5
4448,2327924,6010,9275,1.19,4.33
4449,2327925,9484,8668,4.25,1.18
4450,2327880,8680,8848,1.35,2.88
4451,2327927,7606,7354,2.07,1.74
4452,2327815,4674,4688,1.38,2.81
4453,2327930,7517,8008,1.59,2.31
4454,2327929,6010,6468,1.31,3.2
4455,2327816,8068,4674,1.52,2.4
4456,2327837,9167,8511,1.11,5.69
4457,2327388,4869,6094,1.71,2.36
4458,2327928,9569,8305,2.54,1.46
4459,2327938,8515,8113,3.83,1.23
4460,2327740,8815,9566,5.22,1.12
4461,2327932,7517,8668,1.46,2.55
4462,2327933,9484,7983,1.2,4.14
4463,2327934,8435,9476,1.82,1.91
4464,2327560,9253,9484,5.96,1.1
4465,2327935,9275,8008,4.94,1.14
4466,2327939,6762,7865,1.54,2.36
4467,2327940,8504,4602,2.43,1.51
4468,2327941,8481,4914,2.3,1.57
4469,2327946,9567,9569,1.75,1.98
4470,2327942,6134,9481,1.35,3.03
4471,2327944,8481,9427,1.38,2.85
4472,2327945,9427,5639,1.56,2.28
4473,2327904,7613,7175,2.56,1.45
4474,2327943,7020,6134,2.39,1.53
4475,2327977,6343,8971,1.38,2.85
4476,2327907,7653,9455,1.61,2.19
4477,2327273,7105,9161,4.01,1.22
4478,2327851,5158,9306,1.21,3.98
4479,2327882,7517,9275,1.05,7.91
4480,2327956,9272,9492,1.3,3.21
4481,2327957,5290,9253,1.33,3.04
4482,2327936,5290,8435,1.18,5.57
4483,2327958,9563,9275,5.55,1.12
4484,2327905,5995,4674,1.7,2.05
4485,2327983,4688,8846,1.3,3.24
4486,2327899,6615,9565,1.78,1.95
4487,2327984,8020,7681,1.78,1.95
4488,2327453,6665,4411,1.66,3.92
4489,2327454,5995,8513,1.72,2.13
4490,2327985,4602,5378,2.25,1.6
4491,2327455,4411,6665,6.22,1.59
4492,2327456,8513,5995,3.19,1.55
4493,2327741,4674,8305,1.13,5.2
4494,2327979,6667,4991,1.44,2.68
4495,2327986,8504,8248,2.01,1.74
4496,2327457,9572,4608,2.65,1.69
4497,2327458,7532,8068,1.59,2.56
4498,2327980,4991,6667,2.96,1.41
4499,2327987,5639,8369,1.91,1.84
4500,2328013,4914,9393,1.36,2.97
4501,2328014,9481,8248,1.83,1.92
4502,2328015,6134,9427,1.39,2.84
4503,2327459,4608,9572,1.36,2.93
4504,2327460,8068,7532,4.22,1.3
4505,2327981,5995,6665,4.89,1.15
4506,2327988,6134,5639,1.25,3.73
4507,2327461,4411,4608,2.81,1.57
4508,2327462,6667,9572,1.72,2.42
4509,2327982,6665,5995,1.15,4.98
4510,2327463,4608,4411,1.57,2.53
4511,2327464,9572,6667,2.18,1.73
4512,2327698,9215,7106,1.2,4.1
4513,2327584,6673,5973,2.71,1.43
4514,2327585,6290,6619,1.56,2.31
4515,2327699,7106,9215,3.81,1.25
4516,2327586,5973,6673,1.36,3.44
4517,2327587,6619,6290,2.1,1.88
4518,2327978,8902,8885,1.45,2.6
4519,2327700,9215,6290,1.22,4.45
4520,2327949,7105,9515,4.6,1.17
4521,2327588,6673,7106,1.61,2.84
4522,2327589,5991,7801,2.61,1.44
4523,2327701,6290,9215,3.98,1.23
4524,2327947,6947,9161,1.43,2.66
4525,2327950,8880,9227,2.0,1.75
4526,2327590,7106,6673,3.34,1.53
4527,2327591,7801,5991,1.33,3.96
4528,2327948,9306,8815,1.39,2.81
4529,2328046,9379,9074,1.42,2.52
4530,2327592,5973,6619,1.66,4.31
4531,2327593,5005,5752,1.9,1.84
4532,2327594,6619,5973,5.14,1.56
4533,2327595,5752,5005,1.61,3.16
4534,2328016,9414,9413,2.28,1.57
4535,2328017,7733,8596,1.05,7.78
4536,2327960,8668,9272,1.02,10.52
4537,2327961,8738,9563,1.17,4.53
4538,2327962,6468,8738,1.13,5.22
4539,2328034,4674,7718,1.22,3.92
4540,2328037,4602,4688,1.95,1.78
4541,2327937,8536,8008,6.48,1.08
4542,2327906,4869,7701,1.44,2.63
4543,2328038,6762,8020,1.19,4.21
4544,2327465,6667,4991,1.45,2.62
4545,2327466,4411,5995,1.46,2.59
4546,2328025,4688,8481,1.75,2.0
